date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2024-06-20 00:00:00,30.8,26.6,34.4,11.9,,,8.4,,1006.7,
2024-06-21 00:00:00,29.6,27.8,34.5,0,,,6.8,,1007.1,
2024-06-22 00:00:00,29.4,27.5,33.9,3.6,,,8.4,,1008.8,
2024-06-23 00:00:00,28.9,26.3,33.2,8.4,,,10,,1009.9,
2024-06-24 00:00:00,28.3,22.9,33.1,65.5,,,6.7,,1009.8,
2024-06-25 00:00:00,30.8,25.5,34.2,11.4,,,10.7,,1009.2,
2024-06-26 00:00:00,28.7,27,32.5,0,,,7.2,,1010,
2024-06-27 00:00:00,30.8,26.6,34.2,6.1,,,10.8,,1010.4,
2024-06-28 00:00:00,30.6,28.9,35,0.5,,,9,,1011.1,
2024-06-29 00:00:00,31.1,27.6,34.9,0,,,7.6,,1010.5,
2024-06-30 00:00:00,29.3,26,34.1,13.6,,,8.5,,1009.6,
2024-07-01 00:00:00,30.6,26,34,5.6,,,6.8,,1008.4,
2024-07-02 00:00:00,29.3,26.6,35.3,5.1,,,8.8,,1008.7,
2024-07-03 00:00:00,30.9,26.2,35.1,5.8,,,10,,1011.3,
2024-07-04 00:00:00,29.1,28,33.8,17.1,,,7.4,,1010.7,
2024-07-05 00:00:00,28,25.6,30.6,6.1,,,5.7,,1008.1,
2024-07-06 00:00:00,28.9,26.6,32.9,15,,,7.6,,1008.5,
2024-07-07 00:00:00,30.3,26.7,34.6,0.5,,,10.1,,1008.9,
2024-07-08 00:00:00,29.6,27,34.8,0,,,8.2,,1008.6,
2024-07-09 00:00:00,29.3,26,34.1,14,,,7.2,,1009,
2024-07-10 00:00:00,29.4,26,33,16,,,5.9,,1009.7,
2024-07-11 00:00:00,29.1,28,34.5,0,,,5.5,,1008.5,
2024-07-12 00:00:00,29.8,25.6,34.4,29.5,,,6.9,,1006.4,
2024-07-13 00:00:00,30.2,27,33.7,0,,,8.8,,1005.9,
2024-07-14 00:00:00,30.2,28,33.8,6.6,,,9.7,,1006.9,
2024-07-15 00:00:00,28.2,26,33.6,0,,,7.8,,1008,
2024-07-16 00:00:00,30.2,25.2,33.5,9.4,,,10.6,,1008.5,
